,book_time,exp_key,misc,owner,refresh_time,result,spec,state,tid,version
0,2019-09-24 04:07:54.202,,"{'tid': 21, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'batch_size': [21], 'cells': [21], 'look_back_proportion': [21], 'optmizers': [21]}, 'vals': {'batch_size': [3], 'cells': [3], 'look_back_proportion': [0], 'optmizers': [0]}}",,2019-09-24 04:08:44.243,"{'loss': -0.8187919483088807, 'status': 'ok'}",,2.0,21.0,0.0
,book_time,exp_key,misc,owner,refresh_time,result,spec,state,tid,version
0,2019-10-10 19:34:24.037,,"{'tid': 68, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'batch_size': [68], 'cells': [68], 'look_back_proportion': [68], 'optmizers': [68]}, 'vals': {'batch_size': [3], 'cells': [0], 'look_back_proportion': [1], 'optmizers': [0]}}",,2019-10-10 19:34:41.695,"{'loss': -0.9, 'status': 'ok'}",,2.0,68.0,0.0
,book_time,exp_key,misc,owner,refresh_time,result,spec,state,tid,version
0,2019-10-14 13:38:23.278,,"{'tid': 27, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'batch_size': [27], 'cells': [27], 'look_back_proportion': [27], 'optimizers': [27]}, 'vals': {'batch_size': [3], 'cells': [0], 'look_back_proportion': [0], 'optimizers': [2]}}",,2019-10-14 13:38:50.247,"{'loss': -0.542857141154153, 'status': 'ok'}",,2.0,27.0,0.0
