,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.6522914141416549,0.7269730061292649,0.743332251906395,0.7605438381433487,0.7606929391622543,0.7791085869073868
1,0.6654913038015365,0.7197975128889084,0.7679113775491715,0.7636068791151047,0.7643644660711288,0.7607106596231461
2,0.7093427509069443,0.7158468693494797,0.7455963164567947,0.7582312434911728,0.7606314867734909,0.7769065529108048
3,0.733875498175621,0.7367579251527786,0.7358391255140304,0.7393866032361984,0.7615645378828049,0.760289779305458
4,0.7302147358655929,0.7628966838121414,0.7474125236272812,0.7498979061841965,0.7792750090360642,0.7708372801542283
5,0.6961845070123672,0.7358406692743301,0.7482249945402145,0.7658069998025894,0.7601763278245925,0.7755890280008316
6,0.6839648216962815,0.7166044443845749,0.7615760952234268,0.7442360252141953,0.7848012894392014,0.7759392112493515
7,0.6647921293973923,0.73172667324543,0.7182808190584182,0.7589136928319931,0.7678291290998459,0.758135512471199
8,0.6996991664171219,0.7179839879274368,0.7590508431196212,0.7234170407056808,0.7700319319963456,0.7683413058519364
9,0.6906253665685653,0.7292220383882523,0.7456226974725724,0.7643644660711288,0.7728867620229721,0.7603668242692947
