,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.8321082499930234,0.828735151249969,0.8185168245768099,0.8322211463189997,0.8223927935690579,0.8408590189180236
1,0.8511627904138428,0.826658737870678,0.8253689840452484,0.8277637794036274,0.8325256841655322,0.8251637226785404
2,0.8187223142233666,0.8268640006565441,0.822988031664296,0.8161358721958575,0.8262687639474605,0.8286497151732841
3,0.8327034878242318,0.8259642235596446,0.8134642207213282,0.828345175940597,0.8223927949552124,0.8329018193027902
4,0.8243701533357699,0.8161358721958575,0.8161358721958575,0.8349920754284822,0.8384780665370712,0.8265733032131513
5,0.8425249152405317,0.8253689854644066,0.8238878115665081,0.8331209236799285,0.8241923508321989,0.8212023187647363
6,0.8321082499930234,0.8229880330834543,0.8337161617751665,0.8238878115665081,0.8295494936893416,0.8301308888071531
7,0.8401439642787375,0.8238878101803536,0.8310445088814792,0.8164404125836732,0.8203163829950796,0.8346020947065068
8,0.8392649498822813,0.8253689854644066,0.817035649292757,0.8388680418464433,0.8322211463189997,0.8329018193027902
9,0.8487818366137322,0.8296349297660267,0.8268640006565441,0.8185168245768099,0.8256735258522224,0.8247737473361648
