,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.6411236921946207,0.6287082930405935,0.6329184571901957,0.6378419498602549,0.6378498872121176,0.6341610749562582
1,0.6360224684079488,0.6263840993245443,0.6216030816237131,0.6460758050282797,0.6309818029403687,0.6325361828009287
2,0.642885277668635,0.6311041812102,0.6270546416441599,0.6336088379224142,0.6343261500199636,0.6362788677215576
3,0.6320464710394541,0.6516483128070831,0.6277729670206705,0.6291617254416147,0.6308491826057434,0.6296416819095612
4,0.6308117608229319,0.6182428101698557,0.6306936740875244,0.6299224396546682,0.6443534394105276,0.6493040323257446
5,0.6249177555243174,0.640357663234075,0.6244208117326101,0.6306936740875244,0.6353833874066671,0.6537217597166697
6,0.6394207974274954,0.6287742157777151,0.6188267171382904,0.634854237238566,0.636043111483256,0.6403215825557709
7,0.6234817306200663,0.6264715592066447,0.6328386465708414,0.6299677987893423,0.6170053780078888,0.636780858039856
8,0.653531938791275,0.6323539117972056,0.6302509804566702,0.6405502061049143,0.6193041304747263,0.6295136411984762
9,0.6227419376373291,0.6051551302274069,0.6345244844754537,0.6303131779034933,0.6395548383394877,0.651595284541448
