accuracy,alpha,beta,period
0.5526315789473685,0.1,0.9,2.0
0.4473684210526316,0.2,0.1,2.0
0.47368421052631576,0.2,0.2,2.0
0.5,0.2,0.3,2.0
0.5263157894736842,0.2,0.5,2.0
0.5,0.2,0.6,2.0
0.4473684210526316,0.2,0.7,2.0
0.47368421052631576,0.2,0.8,2.0
0.47368421052631576,0.2,0.9,2.0
0.4473684210526316,0.3,0.1,2.0
0.42105263157894735,0.3,0.2,2.0
0.39473684210526316,0.3,0.3,2.0
0.47368421052631576,0.3,0.5,2.0
0.5,0.3,0.6,2.0
0.4473684210526316,0.3,0.7,2.0
0.47368421052631576,0.3,0.8,2.0
0.5,0.3,0.9,2.0
0.39473684210526316,0.5,0.1,2.0
0.4473684210526316,0.5,0.2,2.0
0.47368421052631576,0.5,0.3,2.0
0.47368421052631576,0.5,0.5,2.0
0.4473684210526316,0.5,0.6,2.0
0.4473684210526316,0.5,0.7,2.0
0.4473684210526316,0.5,0.8,2.0
0.47368421052631576,0.5,0.9,2.0
0.42105263157894735,0.6,0.1,2.0
0.4473684210526316,0.6,0.2,2.0
0.4473684210526316,0.6,0.3,2.0
0.4473684210526316,0.6,0.5,2.0
0.4473684210526316,0.6,0.6,2.0
0.4473684210526316,0.6,0.7,2.0
0.42105263157894735,0.6,0.8,2.0
0.42105263157894735,0.6,0.9,2.0
0.5,0.7,0.1,2.0
0.5,0.7,0.2,2.0
0.5,0.7,0.3,2.0
0.47368421052631576,0.7,0.5,2.0
0.47368421052631576,0.7,0.6,2.0
0.47368421052631576,0.7,0.7,2.0
0.5,0.7,0.8,2.0
0.5,0.7,0.9,2.0
0.5263157894736842,0.8,0.1,2.0
0.5263157894736842,0.8,0.2,2.0
0.5,0.8,0.3,2.0
0.5,0.8,0.5,2.0
0.5,0.8,0.6,2.0
0.5,0.8,0.7,2.0
0.5263157894736842,0.8,0.8,2.0
0.5263157894736842,0.8,0.9,2.0
0.5263157894736842,0.9,0.1,2.0
0.5263157894736842,0.9,0.2,2.0
0.5263157894736842,0.9,0.3,2.0
0.5,0.9,0.5,2.0
0.5,0.9,0.6,2.0
0.5,0.9,0.7,2.0
0.5,0.9,0.8,2.0
0.47368421052631576,0.9,0.9,2.0
0.4666666666666667,0.1,0.1,3.0
0.5166666666666667,0.1,0.2,3.0
0.5,0.1,0.3,3.0
0.55,0.1,0.5,3.0
0.5,0.1,0.6,3.0
0.48333333333333334,0.1,0.7,3.0
0.5,0.1,0.8,3.0
0.5,0.1,0.9,3.0
0.4166666666666667,0.2,0.1,3.0
0.4166666666666667,0.2,0.2,3.0
0.4166666666666667,0.2,0.3,3.0
0.48333333333333334,0.2,0.5,3.0
0.5,0.2,0.6,3.0
0.4666666666666667,0.2,0.7,3.0
0.5,0.2,0.8,3.0
0.4666666666666667,0.2,0.9,3.0
0.43333333333333335,0.3,0.1,3.0
0.4,0.3,0.2,3.0
0.38333333333333336,0.3,0.3,3.0
0.43333333333333335,0.3,0.5,3.0
0.43333333333333335,0.3,0.6,3.0
0.4,0.3,0.7,3.0
0.4166666666666667,0.3,0.8,3.0
0.43333333333333335,0.3,0.9,3.0
0.38333333333333336,0.5,0.1,3.0
0.4166666666666667,0.5,0.2,3.0
0.43333333333333335,0.5,0.3,3.0
0.43333333333333335,0.5,0.5,3.0
0.4166666666666667,0.5,0.6,3.0
0.43333333333333335,0.5,0.7,3.0
0.43333333333333335,0.5,0.8,3.0
0.45,0.5,0.9,3.0
0.43333333333333335,0.6,0.1,3.0
0.45,0.6,0.2,3.0
0.43333333333333335,0.6,0.3,3.0
0.43333333333333335,0.6,0.5,3.0
0.4166666666666667,0.6,0.6,3.0
0.4166666666666667,0.6,0.7,3.0
0.43333333333333335,0.6,0.8,3.0
0.45,0.6,0.9,3.0
0.4666666666666667,0.7,0.1,3.0
0.4666666666666667,0.7,0.2,3.0
0.4666666666666667,0.7,0.3,3.0
0.45,0.7,0.5,3.0
0.4666666666666667,0.7,0.6,3.0
0.4666666666666667,0.7,0.7,3.0
0.48333333333333334,0.7,0.8,3.0
0.5166666666666667,0.7,0.9,3.0
0.48333333333333334,0.8,0.1,3.0
0.48333333333333334,0.8,0.2,3.0
0.4666666666666667,0.8,0.3,3.0
0.5,0.8,0.5,3.0
0.5,0.8,0.6,3.0
0.5333333333333333,0.8,0.7,3.0
0.55,0.8,0.8,3.0
0.55,0.8,0.9,3.0
0.5166666666666667,0.9,0.1,3.0
0.5333333333333333,0.9,0.2,3.0
0.5333333333333333,0.9,0.3,3.0
0.5166666666666667,0.9,0.5,3.0
0.5166666666666667,0.9,0.6,3.0
0.5166666666666667,0.9,0.7,3.0
0.5166666666666667,0.9,0.8,3.0
0.5,0.9,0.9,3.0
0.45569620253164556,0.1,0.1,4.0
0.5189873417721519,0.1,0.2,4.0
0.5063291139240507,0.1,0.3,4.0
0.5443037974683544,0.1,0.5,4.0
0.5063291139240507,0.1,0.6,4.0
0.4810126582278481,0.1,0.7,4.0
0.4936708860759494,0.1,0.8,4.0
0.4936708860759494,0.1,0.9,4.0
0.43037974683544306,0.2,0.1,4.0
0.4430379746835443,0.2,0.2,4.0
0.43037974683544306,0.2,0.3,4.0
0.4810126582278481,0.2,0.5,4.0
0.4936708860759494,0.2,0.6,4.0
0.4430379746835443,0.2,0.7,4.0
0.4810126582278481,0.2,0.8,4.0
0.45569620253164556,0.2,0.9,4.0
0.45569620253164556,0.3,0.1,4.0
0.43037974683544306,0.3,0.2,4.0
0.4050632911392405,0.3,0.3,4.0
0.4430379746835443,0.3,0.5,4.0
0.43037974683544306,0.3,0.6,4.0
0.4050632911392405,0.3,0.7,4.0
0.4050632911392405,0.3,0.8,4.0
0.43037974683544306,0.3,0.9,4.0
0.4177215189873418,0.5,0.1,4.0
0.4430379746835443,0.5,0.2,4.0
0.45569620253164556,0.5,0.3,4.0
0.4430379746835443,0.5,0.5,4.0
0.4177215189873418,0.5,0.6,4.0
0.43037974683544306,0.5,0.7,4.0
0.43037974683544306,0.5,0.8,4.0
0.46835443037974683,0.5,0.9,4.0
0.45569620253164556,0.6,0.1,4.0
0.45569620253164556,0.6,0.2,4.0
0.43037974683544306,0.6,0.3,4.0
0.43037974683544306,0.6,0.5,4.0
0.4177215189873418,0.6,0.6,4.0
0.43037974683544306,0.6,0.7,4.0
0.4430379746835443,0.6,0.8,4.0
0.45569620253164556,0.6,0.9,4.0
0.45569620253164556,0.7,0.1,4.0
0.45569620253164556,0.7,0.2,4.0
0.45569620253164556,0.7,0.3,4.0
0.45569620253164556,0.7,0.5,4.0
0.46835443037974683,0.7,0.6,4.0
0.45569620253164556,0.7,0.7,4.0
0.45569620253164556,0.7,0.8,4.0
0.4810126582278481,0.7,0.9,4.0
0.45569620253164556,0.8,0.1,4.0
0.45569620253164556,0.8,0.2,4.0
0.4430379746835443,0.8,0.3,4.0
0.4810126582278481,0.8,0.5,4.0
0.46835443037974683,0.8,0.6,4.0
0.4936708860759494,0.8,0.7,4.0
0.4936708860759494,0.8,0.8,4.0
0.4936708860759494,0.8,0.9,4.0
0.46835443037974683,0.9,0.1,4.0
0.4810126582278481,0.9,0.2,4.0
0.46835443037974683,0.9,0.3,4.0
0.46835443037974683,0.9,0.5,4.0
0.46835443037974683,0.9,0.6,4.0
0.46835443037974683,0.9,0.7,4.0
0.46835443037974683,0.9,0.8,4.0
0.46835443037974683,0.9,0.9,4.0
0.46534653465346537,0.1,0.1,5.0
0.5148514851485149,0.1,0.2,5.0
0.504950495049505,0.1,0.3,5.0
0.5445544554455446,0.1,0.5,5.0
0.504950495049505,0.1,0.6,5.0
0.48514851485148514,0.1,0.7,5.0
0.49504950495049505,0.1,0.8,5.0
0.49504950495049505,0.1,0.9,5.0
0.43564356435643564,0.2,0.1,5.0
0.45544554455445546,0.2,0.2,5.0
0.44554455445544555,0.2,0.3,5.0
0.4752475247524752,0.2,0.5,5.0
0.46534653465346537,0.2,0.6,5.0
0.42574257425742573,0.2,0.7,5.0
0.45544554455445546,0.2,0.8,5.0
0.42574257425742573,0.2,0.9,5.0
0.46534653465346537,0.3,0.1,5.0
0.43564356435643564,0.3,0.2,5.0
0.42574257425742573,0.3,0.3,5.0
0.44554455445544555,0.3,0.5,5.0
0.43564356435643564,0.3,0.6,5.0
0.40594059405940597,0.3,0.7,5.0
0.40594059405940597,0.3,0.8,5.0
0.42574257425742573,0.3,0.9,5.0
0.43564356435643564,0.5,0.1,5.0
0.45544554455445546,0.5,0.2,5.0
0.45544554455445546,0.5,0.3,5.0
0.43564356435643564,0.5,0.5,5.0
0.4158415841584158,0.5,0.6,5.0
0.43564356435643564,0.5,0.7,5.0
0.44554455445544555,0.5,0.8,5.0
0.48514851485148514,0.5,0.9,5.0
0.46534653465346537,0.6,0.1,5.0
0.45544554455445546,0.6,0.2,5.0
0.43564356435643564,0.6,0.3,5.0
0.44554455445544555,0.6,0.5,5.0
0.43564356435643564,0.6,0.6,5.0
0.43564356435643564,0.6,0.7,5.0
0.44554455445544555,0.6,0.8,5.0
0.44554455445544555,0.6,0.9,5.0
0.45544554455445546,0.7,0.1,5.0
0.45544554455445546,0.7,0.2,5.0
0.46534653465346537,0.7,0.3,5.0
0.46534653465346537,0.7,0.5,5.0
0.45544554455445546,0.7,0.6,5.0
0.44554455445544555,0.7,0.7,5.0
0.44554455445544555,0.7,0.8,5.0
0.46534653465346537,0.7,0.9,5.0
0.44554455445544555,0.8,0.1,5.0
0.45544554455445546,0.8,0.2,5.0
0.43564356435643564,0.8,0.3,5.0
0.46534653465346537,0.8,0.5,5.0
0.45544554455445546,0.8,0.6,5.0
0.4752475247524752,0.8,0.7,5.0
0.4752475247524752,0.8,0.8,5.0
0.4752475247524752,0.8,0.9,5.0
0.45544554455445546,0.9,0.1,5.0
0.46534653465346537,0.9,0.2,5.0
0.45544554455445546,0.9,0.3,5.0
0.45544554455445546,0.9,0.5,5.0
0.45544554455445546,0.9,0.6,5.0
0.45544554455445546,0.9,0.7,5.0
0.45544554455445546,0.9,0.8,5.0
0.43564356435643564,0.9,0.9,5.0
0.45528455284552843,0.1,0.1,6.0
0.5121951219512195,0.1,0.2,6.0
0.5040650406504065,0.1,0.3,6.0
0.5203252032520326,0.1,0.5,6.0
0.4796747967479675,0.1,0.6,6.0
0.4634146341463415,0.1,0.7,6.0
0.45528455284552843,0.1,0.8,6.0
0.4715447154471545,0.1,0.9,6.0
0.4146341463414634,0.2,0.1,6.0
0.42276422764227645,0.2,0.2,6.0
0.42276422764227645,0.2,0.3,6.0
0.44715447154471544,0.2,0.5,6.0
0.43902439024390244,0.2,0.6,6.0
0.4065040650406504,0.2,0.7,6.0
0.43089430894308944,0.2,0.8,6.0
0.4146341463414634,0.2,0.9,6.0
0.4634146341463415,0.3,0.1,6.0
0.43902439024390244,0.3,0.2,6.0
0.42276422764227645,0.3,0.3,6.0
0.44715447154471544,0.3,0.5,6.0
0.44715447154471544,0.3,0.6,6.0
0.42276422764227645,0.3,0.7,6.0
0.43089430894308944,0.3,0.8,6.0
0.44715447154471544,0.3,0.9,6.0
0.44715447154471544,0.5,0.1,6.0
0.4715447154471545,0.5,0.2,6.0
0.4715447154471545,0.5,0.3,6.0
0.44715447154471544,0.5,0.5,6.0
0.43089430894308944,0.5,0.6,6.0
0.44715447154471544,0.5,0.7,6.0
0.4634146341463415,0.5,0.8,6.0
0.5121951219512195,0.5,0.9,6.0
0.4796747967479675,0.6,0.1,6.0
0.4715447154471545,0.6,0.2,6.0
0.45528455284552843,0.6,0.3,6.0
0.4634146341463415,0.6,0.5,6.0
0.4634146341463415,0.6,0.6,6.0
0.4715447154471545,0.6,0.7,6.0
0.4796747967479675,0.6,0.8,6.0
0.4715447154471545,0.6,0.9,6.0
0.4796747967479675,0.7,0.1,6.0
0.4796747967479675,0.7,0.2,6.0
0.4959349593495935,0.7,0.3,6.0
0.4959349593495935,0.7,0.5,6.0
0.4878048780487805,0.7,0.6,6.0
0.4715447154471545,0.7,0.7,6.0
0.4715447154471545,0.7,0.8,6.0
0.4878048780487805,0.7,0.9,6.0
0.4796747967479675,0.8,0.1,6.0
0.4878048780487805,0.8,0.2,6.0
0.4715447154471545,0.8,0.3,6.0
0.4878048780487805,0.8,0.5,6.0
0.4796747967479675,0.8,0.6,6.0
0.4878048780487805,0.8,0.7,6.0
0.4878048780487805,0.8,0.8,6.0
0.4878048780487805,0.8,0.9,6.0
0.4796747967479675,0.9,0.1,6.0
0.4878048780487805,0.9,0.2,6.0
0.4715447154471545,0.9,0.3,6.0
0.4715447154471545,0.9,0.5,6.0
0.4715447154471545,0.9,0.6,6.0
0.4715447154471545,0.9,0.7,6.0
0.4715447154471545,0.9,0.8,6.0
0.45528455284552843,0.9,0.9,6.0
