,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.8376927475134531,0.8098698258399963,0.8370020886262258,0.8592439691225687,0.840199609597524,0.8196886877218882
1,0.7931657334168752,0.807073563337326,0.7885551949342092,0.8221122821172079,0.8709634840488434,0.8309881190458933
2,0.8283668458461761,0.8082731664180756,0.840979129076004,0.8428365786870321,0.8301569918791453,0.8008535007635752
3,0.8195725977420807,0.8213139573733012,0.8850877781709036,0.8218270937601725,0.8317822416623434,0.8277333875497183
4,0.8035134673118591,0.820743590593338,0.8265094061692556,0.8446581463019053,0.8283152679602305,0.7974868814150492
5,0.8172608911991119,0.8125499884287516,0.8425113260746002,0.8257354696591696,0.8301569918791453,0.8100145161151886
6,0.8031809230645498,0.8213857114315033,0.8445092439651489,0.8531929850578308,0.826818972826004,0.778796374797821
7,0.8403485119342804,0.8257354696591696,0.84085746606191,0.8263933062553406,0.8266742825508118,0.8082445661226908
8,0.8513913750648499,0.8458493252595266,0.8262486159801483,0.8423750400543213,0.8163495163122813,0.8715898891290029
9,0.8380538920561472,0.8609208563963572,0.8047332564989725,0.815234363079071,0.8481094141801199,0.8101866543292999
