accuracy,alpha,beta,period
0.4473684210526316,0.6,0.5,2.0
0.47368421052631576,0.6,0.6,2.0
0.5,0.6,0.7,2.0
0.5,0.6,0.8,2.0
0.5,0.6,0.9,2.0
0.39473684210526316,0.7,0.1,2.0
0.42105263157894735,0.7,0.2,2.0
0.42105263157894735,0.7,0.3,2.0
0.42105263157894735,0.7,0.5,2.0
0.39473684210526316,0.7,0.6,2.0
0.39473684210526316,0.7,0.7,2.0
0.42105263157894735,0.7,0.8,2.0
0.42105263157894735,0.7,0.9,2.0
0.3684210526315789,0.8,0.1,2.0
0.42105263157894735,0.8,0.2,2.0
0.42105263157894735,0.8,0.3,2.0
0.39473684210526316,0.8,0.5,2.0
0.42105263157894735,0.8,0.6,2.0
0.42105263157894735,0.8,0.7,2.0
0.39473684210526316,0.8,0.8,2.0
0.39473684210526316,0.8,0.9,2.0
0.4473684210526316,0.9,0.1,2.0
0.4473684210526316,0.9,0.2,2.0
0.4473684210526316,0.9,0.3,2.0
0.3684210526315789,0.9,0.5,2.0
0.3684210526315789,0.9,0.6,2.0
0.39473684210526316,0.9,0.7,2.0
0.42105263157894735,0.9,0.8,2.0
0.4473684210526316,0.9,0.9,2.0
0.5409836065573771,0.1,0.1,3.0
0.5737704918032787,0.1,0.2,3.0
0.5737704918032787,0.1,0.3,3.0
0.5245901639344263,0.1,0.5,3.0
0.5573770491803278,0.1,0.6,3.0
0.5573770491803278,0.1,0.7,3.0
0.5409836065573771,0.1,0.8,3.0
0.5573770491803278,0.1,0.9,3.0
0.5081967213114754,0.2,0.1,3.0
0.5573770491803278,0.2,0.2,3.0
0.5245901639344263,0.2,0.3,3.0
0.4426229508196721,0.2,0.5,3.0
0.4426229508196721,0.2,0.6,3.0
0.45901639344262296,0.2,0.7,3.0
0.45901639344262296,0.2,0.8,3.0
0.5081967213114754,0.2,0.9,3.0
0.45901639344262296,0.3,0.1,3.0
0.4098360655737705,0.3,0.2,3.0
0.4262295081967213,0.3,0.3,3.0
0.4262295081967213,0.3,0.5,3.0
0.4426229508196721,0.3,0.6,3.0
0.4426229508196721,0.3,0.7,3.0
0.4426229508196721,0.3,0.8,3.0
0.4262295081967213,0.3,0.9,3.0
0.47540983606557374,0.5,0.1,3.0
0.4098360655737705,0.5,0.2,3.0
0.4098360655737705,0.5,0.3,3.0
0.4426229508196721,0.5,0.5,3.0
0.45901639344262296,0.5,0.6,3.0
0.45901639344262296,0.5,0.7,3.0
0.47540983606557374,0.5,0.8,3.0
0.4918032786885246,0.5,0.9,3.0
0.4918032786885246,0.6,0.1,3.0
0.4918032786885246,0.6,0.2,3.0
0.5081967213114754,0.6,0.3,3.0
0.5081967213114754,0.6,0.5,3.0
0.5245901639344263,0.6,0.6,3.0
0.5573770491803278,0.6,0.7,3.0
0.5573770491803278,0.6,0.8,3.0
0.5573770491803278,0.6,0.9,3.0
0.47540983606557374,0.7,0.1,3.0
0.4918032786885246,0.7,0.2,3.0
0.4918032786885246,0.7,0.3,3.0
0.5081967213114754,0.7,0.5,3.0
0.4918032786885246,0.7,0.6,3.0
0.4918032786885246,0.7,0.7,3.0
0.4918032786885246,0.7,0.8,3.0
0.4918032786885246,0.7,0.9,3.0
0.4262295081967213,0.8,0.1,3.0
0.4918032786885246,0.8,0.2,3.0
0.4918032786885246,0.8,0.3,3.0
0.47540983606557374,0.8,0.5,3.0
0.47540983606557374,0.8,0.6,3.0
0.45901639344262296,0.8,0.7,3.0
0.4426229508196721,0.8,0.8,3.0
0.4426229508196721,0.8,0.9,3.0
0.4918032786885246,0.9,0.1,3.0
0.4918032786885246,0.9,0.2,3.0
0.4918032786885246,0.9,0.3,3.0
0.4262295081967213,0.9,0.5,3.0
0.4262295081967213,0.9,0.6,3.0
0.4426229508196721,0.9,0.7,3.0
0.45901639344262296,0.9,0.8,3.0
0.47540983606557374,0.9,0.9,3.0
0.55,0.1,0.1,4.0
0.5625,0.1,0.2,4.0
0.5625,0.1,0.3,4.0
0.5125,0.1,0.5,4.0
0.55,0.1,0.6,4.0
0.5625,0.1,0.7,4.0
0.5625,0.1,0.8,4.0
0.5625,0.1,0.9,4.0
0.5125,0.2,0.1,4.0
0.525,0.2,0.2,4.0
0.5125,0.2,0.3,4.0
0.425,0.2,0.5,4.0
0.4375,0.2,0.6,4.0
0.45,0.2,0.7,4.0
0.45,0.2,0.8,4.0
0.4875,0.2,0.9,4.0
0.45,0.3,0.1,4.0
0.4125,0.3,0.2,4.0
0.425,0.3,0.3,4.0
0.425,0.3,0.5,4.0
0.4375,0.3,0.6,4.0
0.45,0.3,0.7,4.0
0.4625,0.3,0.8,4.0
0.45,0.3,0.9,4.0
0.475,0.5,0.1,4.0
0.4375,0.5,0.2,4.0
0.425,0.5,0.3,4.0
0.45,0.5,0.5,4.0
0.4625,0.5,0.6,4.0
0.475,0.5,0.7,4.0
0.5,0.5,0.8,4.0
0.525,0.5,0.9,4.0
0.5,0.6,0.1,4.0
0.5,0.6,0.2,4.0
0.5125,0.6,0.3,4.0
0.525,0.6,0.5,4.0
0.5375,0.6,0.6,4.0
0.5625,0.6,0.7,4.0
0.575,0.6,0.8,4.0
0.575,0.6,0.9,4.0
0.4875,0.7,0.1,4.0
0.5,0.7,0.2,4.0
0.5125,0.7,0.3,4.0
0.525,0.7,0.5,4.0
0.5125,0.7,0.6,4.0
0.5125,0.7,0.7,4.0
0.5125,0.7,0.8,4.0
0.5125,0.7,0.9,4.0
0.4625,0.8,0.1,4.0
0.5125,0.8,0.2,4.0
0.5125,0.8,0.3,4.0
0.4875,0.8,0.5,4.0
0.5,0.8,0.6,4.0
0.4875,0.8,0.7,4.0
0.475,0.8,0.8,4.0
0.45,0.8,0.9,4.0
0.5125,0.9,0.1,4.0
0.5,0.9,0.2,4.0
0.5,0.9,0.3,4.0
0.4625,0.9,0.5,4.0
0.4625,0.9,0.6,4.0
0.45,0.9,0.7,4.0
0.4625,0.9,0.8,4.0
0.475,0.9,0.9,4.0
0.5346534653465347,0.1,0.1,5.0
0.5544554455445545,0.1,0.2,5.0
0.5643564356435643,0.1,0.3,5.0
0.5247524752475248,0.1,0.5,5.0
0.5544554455445545,0.1,0.6,5.0
0.5742574257425742,0.1,0.7,5.0
0.5544554455445545,0.1,0.8,5.0
0.5643564356435643,0.1,0.9,5.0
0.5247524752475248,0.2,0.1,5.0
0.5346534653465347,0.2,0.2,5.0
0.5148514851485149,0.2,0.3,5.0
0.45544554455445546,0.2,0.5,5.0
0.46534653465346537,0.2,0.6,5.0
0.46534653465346537,0.2,0.7,5.0
0.46534653465346537,0.2,0.8,5.0
0.48514851485148514,0.2,0.9,5.0
0.44554455445544555,0.3,0.1,5.0
0.42574257425742573,0.3,0.2,5.0
0.4158415841584158,0.3,0.3,5.0
0.43564356435643564,0.3,0.5,5.0
0.44554455445544555,0.3,0.6,5.0
0.46534653465346537,0.3,0.7,5.0
0.4752475247524752,0.3,0.8,5.0
0.46534653465346537,0.3,0.9,5.0
0.48514851485148514,0.5,0.1,5.0
0.44554455445544555,0.5,0.2,5.0
0.44554455445544555,0.5,0.3,5.0
0.45544554455445546,0.5,0.5,5.0
0.46534653465346537,0.5,0.6,5.0
0.4752475247524752,0.5,0.7,5.0
0.49504950495049505,0.5,0.8,5.0
0.504950495049505,0.5,0.9,5.0
0.504950495049505,0.6,0.1,5.0
0.504950495049505,0.6,0.2,5.0
0.5148514851485149,0.6,0.3,5.0
0.5148514851485149,0.6,0.5,5.0
0.5148514851485149,0.6,0.6,5.0
0.5346534653465347,0.6,0.7,5.0
0.5445544554455446,0.6,0.8,5.0
0.5346534653465347,0.6,0.9,5.0
0.504950495049505,0.7,0.1,5.0
0.504950495049505,0.7,0.2,5.0
0.49504950495049505,0.7,0.3,5.0
0.504950495049505,0.7,0.5,5.0
0.49504950495049505,0.7,0.6,5.0
0.49504950495049505,0.7,0.7,5.0
0.49504950495049505,0.7,0.8,5.0
0.49504950495049505,0.7,0.9,5.0
0.4752475247524752,0.8,0.1,5.0
0.504950495049505,0.8,0.2,5.0
0.504950495049505,0.8,0.3,5.0
0.4752475247524752,0.8,0.5,5.0
0.48514851485148514,0.8,0.6,5.0
0.4752475247524752,0.8,0.7,5.0
0.4752475247524752,0.8,0.8,5.0
0.45544554455445546,0.8,0.9,5.0
0.5148514851485149,0.9,0.1,5.0
0.49504950495049505,0.9,0.2,5.0
0.48514851485148514,0.9,0.3,5.0
0.45544554455445546,0.9,0.5,5.0
0.45544554455445546,0.9,0.6,5.0
0.45544554455445546,0.9,0.7,5.0
0.46534653465346537,0.9,0.8,5.0
0.4752475247524752,0.9,0.9,5.0
0.5573770491803278,0.1,0.1,6.0
0.5491803278688525,0.1,0.2,6.0
0.5327868852459017,0.1,0.3,6.0
0.5081967213114754,0.1,0.5,6.0
0.5409836065573771,0.1,0.6,6.0
0.5737704918032787,0.1,0.7,6.0
0.5655737704918032,0.1,0.8,6.0
0.5655737704918032,0.1,0.9,6.0
0.5245901639344263,0.2,0.1,6.0
0.5327868852459017,0.2,0.2,6.0
0.5245901639344263,0.2,0.3,6.0
0.4672131147540984,0.2,0.5,6.0
0.47540983606557374,0.2,0.6,6.0
0.47540983606557374,0.2,0.7,6.0
0.4918032786885246,0.2,0.8,6.0
0.5,0.2,0.9,6.0
0.45901639344262296,0.3,0.1,6.0
0.4426229508196721,0.3,0.2,6.0
0.4426229508196721,0.3,0.3,6.0
0.45901639344262296,0.3,0.5,6.0
0.47540983606557374,0.3,0.6,6.0
0.48360655737704916,0.3,0.7,6.0
0.48360655737704916,0.3,0.8,6.0
0.47540983606557374,0.3,0.9,6.0
0.5,0.5,0.1,6.0
0.47540983606557374,0.5,0.2,6.0
0.47540983606557374,0.5,0.3,6.0
0.48360655737704916,0.5,0.5,6.0
0.48360655737704916,0.5,0.6,6.0
0.47540983606557374,0.5,0.7,6.0
0.47540983606557374,0.5,0.8,6.0
0.48360655737704916,0.5,0.9,6.0
0.5163934426229508,0.6,0.1,6.0
0.5163934426229508,0.6,0.2,6.0
0.5245901639344263,0.6,0.3,6.0
0.5081967213114754,0.6,0.5,6.0
0.48360655737704916,0.6,0.6,6.0
0.5,0.6,0.7,6.0
0.5163934426229508,0.6,0.8,6.0
0.5081967213114754,0.6,0.9,6.0
0.5081967213114754,0.7,0.1,6.0
0.5081967213114754,0.7,0.2,6.0
0.5,0.7,0.3,6.0
0.4918032786885246,0.7,0.5,6.0
0.4918032786885246,0.7,0.6,6.0
0.48360655737704916,0.7,0.7,6.0
0.48360655737704916,0.7,0.8,6.0
0.4918032786885246,0.7,0.9,6.0
0.48360655737704916,0.8,0.1,6.0
0.5,0.8,0.2,6.0
0.5,0.8,0.3,6.0
0.47540983606557374,0.8,0.5,6.0
0.47540983606557374,0.8,0.6,6.0
0.4672131147540984,0.8,0.7,6.0
0.4672131147540984,0.8,0.8,6.0
0.45081967213114754,0.8,0.9,6.0
0.5,0.9,0.1,6.0
0.48360655737704916,0.9,0.2,6.0
0.47540983606557374,0.9,0.3,6.0
0.45081967213114754,0.9,0.5,6.0
0.45081967213114754,0.9,0.6,6.0
0.45081967213114754,0.9,0.7,6.0
0.4672131147540984,0.9,0.8,6.0
0.4672131147540984,0.9,0.9,6.0
