index,batch_size,cells,look_back,loss,optimizers,status
316,[3],[0],[1],-0.4202796518802643,[1],ok
317,[3],[0],[2],-0.4807060658931732,[1],ok
318,[3],[0],[2],-0.17222219705581665,[2],ok
319,[4],[0],[0],-0.18207280337810516,[1],ok
320,[3],[3],[2],-0.4135802090167999,[1],ok
321,[3],[0],[2],-0.42973852157592773,[1],ok
322,[3],[0],[2],-0.4960317313671112,[1],ok
323,[3],[0],[3],-0.24444441497325897,[1],ok
324,[4],[0],[2],-0.552188515663147,[1],ok
325,[3],[0],[4],-0.44068586826324463,[2],ok
326,[3],[0],[1],-0.4834054410457611,[1],ok
327,[4],[3],[2],-0.42082658410072327,[1],ok
328,[2],[0],[2],-0.6354978084564209,[1],ok
329,[3],[0],[0],-0.4900895059108734,[1],ok
330,[5],[0],[2],-0.4960317313671112,[1],ok
331,[0],[0],[2],-0.5767195820808411,[1],ok
332,[4],[0],[2],-0.5222733616828918,[2],ok
333,[4],[0],[3],-0.24444441497325897,[1],ok
334,[4],[5],[2],-0.4225640594959259,[1],ok
335,[3],[3],[4],-0.3988734781742096,[1],ok
336,[0],[0],[1],-0.4834054410457611,[1],ok
337,[3],[0],[2],-0.4960317313671112,[1],ok
338,[4],[0],[2],-0.6415035724639893,[1],ok
339,[2],[4],[2],-0.4568965435028076,[2],ok
340,[5],[0],[0],-0.5798959136009216,[1],ok
341,[3],[0],[2],-0.6354978084564209,[1],ok
342,[0],[5],[2],-0.36875417828559875,[1],ok
343,[3],[2],[3],-0.2949735224246979,[1],ok
344,[4],[0],[2],-0.4807060658931732,[1],ok
345,[2],[3],[4],-0.4315475523471832,[1],ok
346,[5],[0],[1],-0.3384615182876587,[2],ok
347,[3],[0],[2],-0.6354978084564209,[1],ok
348,[0],[0],[2],-0.5947147011756897,[1],ok
349,[2],[4],[0],-0.36437246203422546,[1],ok
350,[4],[0],[2],-0.650312602519989,[1],ok
351,[3],[0],[2],-0.6322751045227051,[1],ok
352,[3],[2],[2],-0.3987654149532318,[1],ok
353,[4],[0],[3],-0.1846153736114502,[2],ok
354,[4],[5],[2],-0.40256407856941223,[1],ok
355,[5],[3],[4],-0.42225608229637146,[1],ok
356,[0],[0],[2],-0.5727909803390503,[1],ok
357,[2],[0],[1],-0.5029173493385315,[1],ok
358,[3],[4],[2],-0.40256407856941223,[1],ok
359,[4],[0],[0],-0.5741487741470337,[1],ok
360,[4],[0],[2],-0.6225964426994324,[1],ok
361,[4],[0],[2],-0.579365074634552,[2],ok
362,[4],[2],[2],-0.41737890243530273,[1],ok
363,[4],[5],[2],-0.40256407856941223,[1],ok
364,[4],[0],[3],-0.24444441497325897,[1],ok
365,[5],[3],[4],-0.40545499324798584,[1],ok
366,[4],[0],[1],-0.45324668288230896,[1],ok
367,[3],[0],[2],-0.17222219705581665,[2],ok
368,[2],[0],[2],-0.6225964426994324,[1],ok
369,[4],[4],[0],-0.36437246203422546,[1],ok
370,[0],[0],[2],-0.5767195820808411,[1],ok
371,[3],[0],[2],-0.6510971784591675,[1],ok
372,[3],[2],[2],-0.40256407856941223,[1],ok
373,[5],[0],[3],-0.2666666507720947,[1],ok
374,[4],[5],[2],-0.4572463929653168,[2],ok
375,[4],[3],[4],-0.42225608229637146,[1],ok
376,[0],[0],[2],-0.5788416862487793,[1],ok
377,[3],[0],[1],-0.3971916735172272,[1],ok
378,[3],[0],[2],-0.6225964426994324,[1],ok
379,[2],[4],[2],-0.40256407856941223,[1],ok
380,[4],[0],[0],-0.6067776083946228,[1],ok
381,[4],[0],[2],-0.4831348955631256,[2],ok
382,[4],[2],[2],-0.4431438148021698,[1],ok
383,[5],[0],[2],-0.6354978084564209,[1],ok
384,[4],[5],[3],-0.2949735224246979,[1],ok
385,[4],[0],[4],-0.40634918212890625,[1],ok
386,[0],[3],[2],-0.4192592203617096,[1],ok
387,[2],[0],[1],-0.4834054410457611,[1],ok
388,[3],[0],[2],-0.3148147761821747,[2],ok
389,[4],[4],[2],-0.39814814925193787,[1],ok
390,[4],[0],[0],-0.6067776083946228,[1],ok
391,[5],[0],[2],-0.4960317313671112,[1],ok
392,[4],[2],[2],-0.40256407856941223,[1],ok
393,[3],[5],[2],-0.40256407856941223,[1],ok
394,[4],[0],[3],-0.24444441497325897,[1],ok
395,[4],[3],[4],-0.40545499324798584,[1],ok
396,[0],[0],[2],-0.6253967881202698,[2],ok
397,[4],[0],[1],-0.34372469782829285,[1],ok
398,[3],[0],[2],-0.6510971784591675,[1],ok
399,[3],[4],[2],-0.40256407856941223,[1],ok
400,[3],[0],[0],-0.5665162205696106,[1],ok
401,[4],[0],[2],-0.3543473780155182,[1],ok
402,[4],[0],[2],-0.6322751045227051,[1],ok
403,[4],[0],[2],-0.4960317313671112,[1],ok
404,[4],[0],[2],-0.4960317313671112,[1],ok
405,[3],[0],[2],-0.6510971784591675,[1],ok
406,[3],[0],[2],-0.5707070231437683,[1],ok
407,[3],[0],[2],-0.32315829396247864,[1],ok
408,[4],[0],[2],-0.4807060658931732,[1],ok
409,[3],[0],[2],-0.650312602519989,[1],ok
410,[3],[0],[2],-0.6354978084564209,[1],ok
411,[3],[0],[2],-0.593701958656311,[1],ok
412,[3],[0],[2],-0.6510971784591675,[1],ok
413,[3],[0],[2],-0.5608465075492859,[1],ok
414,[3],[0],[2],-0.6510971784591675,[1],ok
415,[3],[0],[2],-0.6354978084564209,[1],ok
416,[3],[0],[2],-0.6510971784591675,[1],ok
417,[3],[0],[2],-0.6322751045227051,[1],ok
418,[3],[0],[2],-0.650312602519989,[1],ok
419,[3],[0],[2],-0.4960317313671112,[1],ok
420,[3],[0],[2],-0.6225964426994324,[1],ok
421,[4],[0],[2],-0.5287114381790161,[1],ok
422,[2],[2],[2],-0.39523807168006897,[1],ok
423,[3],[5],[2],-0.3905797004699707,[1],ok
424,[5],[0],[2],-0.4960317313671112,[1],ok
425,[3],[3],[3],-0.2949735224246979,[1],ok
426,[3],[0],[2],-0.6510971784591675,[1],ok
427,[3],[0],[2],-0.445833295583725,[2],ok
428,[3],[0],[4],-0.42048385739326477,[1],ok
429,[3],[1],[1],-0.3923328220844269,[1],ok
430,[0],[4],[2],-0.39393937587738037,[1],ok
431,[3],[0],[2],-0.6510971784591675,[1],ok
432,[4],[0],[0],-0.5741487741470337,[1],ok
433,[3],[0],[2],-0.6225964426994324,[1],ok
434,[5],[2],[2],-0.4739130437374115,[2],ok
435,[3],[5],[2],-0.40256407856941223,[1],ok
436,[3],[0],[3],-0.206349179148674,[1],ok
437,[3],[0],[2],-0.6225964426994324,[1],ok
438,[2],[3],[4],-0.40545499324798584,[1],ok
439,[4],[0],[2],-0.6225964426994324,[1],ok
440,[3],[1],[1],-0.43611225485801697,[1],ok
441,[3],[0],[2],-0.6225964426994324,[1],ok
442,[3],[4],[2],-0.44772255420684814,[2],ok
443,[3],[0],[0],-0.423485666513443,[1],ok
444,[3],[0],[2],-0.4807060658931732,[1],ok
445,[3],[0],[2],-0.4960317313671112,[1],ok
446,[3],[2],[2],-0.40256407856941223,[1],ok
447,[3],[0],[2],-0.6415035724639893,[1],ok
448,[3],[5],[3],-0.2949735224246979,[1],ok
449,[3],[0],[2],-0.6225964426994324,[1],ok
450,[3],[3],[4],-0.4112553894519806,[2],ok
451,[3],[0],[1],-0.45324668288230896,[1],ok
452,[3],[1],[2],-0.4172992706298828,[1],ok
453,[0],[0],[2],-0.5767195820808411,[1],ok
454,[3],[4],[0],-0.38368645310401917,[1],ok
455,[3],[0],[2],-0.650312602519989,[1],ok
456,[4],[0],[2],-0.6510971784591675,[1],ok
457,[4],[0],[2],-0.6039057374000549,[1],ok
458,[3],[2],[2],-0.3987654149532318,[1],ok
459,[3],[0],[3],-0.1846153736114502,[2],ok
460,[2],[5],[4],-0.42225608229637146,[1],ok
461,[3],[0],[2],-0.32358673214912415,[1],ok
462,[3],[0],[1],-0.45324668288230896,[1],ok
463,[0],[3],[2],-0.413623183965683,[1],ok
464,[5],[1],[2],-0.4221888780593872,[1],ok
465,[3],[0],[0],-0.4900895059108734,[1],ok
466,[3],[4],[2],-0.4568965435028076,[2],ok
467,[3],[0],[2],-0.6225964426994324,[1],ok
468,[3],[0],[2],-0.6510971784591675,[1],ok
469,[3],[0],[2],-0.4960317313671112,[1],ok
470,[3],[2],[3],-0.3253968060016632,[1],ok
471,[3],[0],[2],-0.4960317313671112,[1],ok
472,[3],[0],[4],-0.4249030351638794,[1],ok
473,[5],[3],[1],-0.4008011519908905,[1],ok
474,[2],[5],[2],-0.44999995827674866,[2],ok
475,[3],[0],[2],-0.6510971784591675,[1],ok
476,[3],[0],[2],-0.650312602519989,[1],ok
477,[4],[4],[0],-0.36437246203422546,[1],ok
478,[3],[1],[2],-0.4411087930202484,[1],ok
479,[0],[0],[2],-0.5788416862487793,[1],ok
480,[3],[0],[2],-0.650312602519989,[1],ok
481,[3],[0],[3],-0.206349179148674,[1],ok
482,[4],[2],[2],-0.48181816935539246,[2],ok
483,[3],[0],[4],-0.4249030351638794,[1],ok
484,[4],[5],[1],-0.3766465485095978,[1],ok
485,[3],[0],[2],-0.6354978084564209,[1],ok
486,[3],[3],[2],-0.3987654149532318,[1],ok
487,[3],[0],[2],-0.4807060658931732,[1],ok
488,[3],[0],[2],-0.4807060658931732,[1],ok
489,[3],[1],[0],-0.36437246203422546,[1],ok
490,[4],[4],[2],-0.44772255420684814,[2],ok
491,[3],[0],[2],-0.6225964426994324,[1],ok
492,[3],[0],[3],-0.206349179148674,[1],ok
493,[3],[0],[2],-0.6225964426994324,[1],ok
494,[2],[0],[4],-0.4362518787384033,[1],ok
495,[3],[2],[2],-0.40256407856941223,[1],ok
496,[3],[0],[1],-0.45324668288230896,[1],ok
497,[5],[5],[2],-0.4303418695926666,[1],ok
498,[4],[3],[0],-0.4389742910861969,[2],ok
499,[0],[0],[2],-0.5788416862487793,[1],ok
500,[3],[0],[2],-0.4960317313671112,[1],ok
501,[2],[1],[2],-0.4262939691543579,[1],ok
502,[0],[4],[2],-0.36875417828559875,[1],ok
503,[3],[0],[3],-0.1846153736114502,[1],ok
504,[3],[0],[2],-0.4960317313671112,[1],ok
505,[3],[0],[4],-0.4249030351638794,[1],ok
506,[5],[0],[2],-0.32358673214912415,[1],ok
507,[4],[2],[1],-0.5722221732139587,[2],ok
508,[4],[5],[2],-0.3905797004699707,[1],ok
509,[3],[0],[2],-0.6322751045227051,[1],ok
510,[3],[3],[2],-0.4399999678134918,[1],ok
511,[3],[0],[0],-0.4809837341308594,[1],ok
512,[2],[0],[2],-0.593701958656311,[1],ok
513,[3],[0],[2],-0.6510971784591675,[1],ok
514,[5],[1],[3],-0.2371615171432495,[2],ok
515,[3],[0],[2],-0.4960317313671112,[1],ok
516,[0],[4],[4],-0.3961516320705414,[1],ok
517,[3],[0],[2],-0.6510971784591675,[1],ok
518,[3],[0],[1],-0.37179484963417053,[1],ok
519,[3],[2],[2],-0.40601179003715515,[1],ok
