,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.7837394773960114,0.7408413290977478,0.7391435305277506,0.740629106760025,0.7557677626609802,0.7557677626609802
1,0.7507739961147308,0.7761759261290232,0.7700863977273306,0.7596108913421631,0.7623467048009237,0.7354649802049001
2,0.7667326728502909,0.7672278583049774,0.7727745672067007,0.7530795931816101,0.7564217547575632,0.7645396888256073
3,0.7560458183288574,0.7734819749991099,0.7423269053300222,0.7381531596183777,0.7505502303441366,0.7359601755936941
4,0.7618573009967804,0.7542821864287058,0.7645396888256073,0.7647634645303091,0.7455102602640787,0.7381589412689209
5,0.76015372077624,0.7715661823749542,0.779353509346644,0.7671802242596945,0.7510988314946493,0.7671802242596945
6,0.7359601755936941,0.7593279282251993,0.7573587199052175,0.7464356819788615,0.7625704904397329,0.7564751704533895
7,0.7485810220241547,0.746712863445282,0.7315742174784342,0.7520892024040222,0.7498370409011841,0.746712863445282
8,0.7349755863348643,0.7520892024040222,0.7613029181957245,0.7354649802049001,0.76015372077624,0.7686600188414255
9,0.7479154666264852,0.7668972611427307,0.7586205204327902,0.7423269053300222,0.7584559321403503,0.7623467048009237
