,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.394368310769399,0.39214609066645306,0.39573032160600025,0.39214609066645306,0.39214609066645306,0.39214609066645306
1,0.39795254170894623,0.394368310769399,0.394368310769399,0.394368310769399,0.39214609066645306,0.39573032160600025
2,0.39214609066645306,0.39214609066645306,0.40054114659627277,0.39214609066645306,0.394368310769399,0.39214609066645306
3,0.394368310769399,0.394368310769399,0.39214609066645306,0.39573032160600025,0.394368310769399,0.39573032160600025
4,0.39214609066645306,0.39214609066645306,0.39831892649332684,0.40103497604529065,0.39214609066645306,0.394368310769399
5,0.39214609066645306,0.394368310769399,0.394368310769399,0.394368310769399,0.39214609066645306,0.394368310769399
6,0.39831892649332684,0.39795254170894623,0.394368310769399,0.39795254170894623,0.40054114659627277,0.39214609066645306
7,0.39795254170894623,0.39214609066645306,0.39214609066645306,0.39214609066645306,0.40461920698483783,0.39214609066645306
8,0.39795254170894623,0.39214609066645306,0.394368310769399,0.39573032160600025,0.39214609066645306,0.40054114659627277
9,0.39214609066645306,0.394368310769399,0.394368310769399,0.39214609066645306,0.39214609066645306,0.39214609066645306
