,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.33655911187330884,0.3250976502895355,0.3666435480117798,0.33270199596881866,0.3657056490580241,0.3165108064810435
1,0.3006511827309926,0.3309752543767293,0.3502586781978607,0.3358061710993449,0.3535434901714325,0.3239181935787201
2,0.34661916891733807,0.3328271210193634,0.33155084649721783,0.31453382472197217,0.3473198761542638,0.31213468313217163
3,0.3309752543767293,0.32356785734494525,0.3571470727523168,0.3291517049074173,0.34546800951162976,0.3356029937664668
4,0.3321264137824376,0.33301643033822376,0.3191917488972346,0.33180435995260876,0.3527143895626068,0.29748090108235675
5,0.3436161627372106,0.3454680194457372,0.36584844688574475,0.3439665089050929,0.3436161627372106,0.31616045037905377
6,0.30354783435662586,0.33216095964113873,0.3484753767649333,0.3285238991181056,0.34546800951162976,0.3436161627372106
7,0.3554154684146245,0.34546800951162976,0.36685679852962494,0.3421146621306737,0.34546800951162976,0.3402628054221471
8,0.34106361865997314,0.35089083512624103,0.3272998531659444,0.33180435995260876,0.30970725417137146,0.37554047505060834
9,0.32958011825879413,0.3484710156917572,0.3047272761662801,0.3280767152706782,0.3578553994496663,0.35750505328178406
