,cells_1,cells_50,cells_80,cells_100,cells_150,cells_200
0,0.7230474750200907,0.7163105905056,0.7115422487258911,0.7231731613477071,0.7167993485927582,0.714606374502182
1,0.7208545009295145,0.7066610952218374,0.7041308681170145,0.7274456520875295,0.7093492647012075,0.7157166500886282
2,0.7253597180048624,0.7157166500886282,0.7164362768332163,0.7119181950887045,0.7147320508956909,0.7226715385913849
3,0.7138996124267578,0.7346454759438833,0.7063238521416982,0.7164298395315806,0.7119181950887045,0.7135236660639445
4,0.7097252110640208,0.7114828526973724,0.7103460828463236,0.7090120315551758,0.7260728975137075,0.7314556737740835
5,0.7022751371065775,0.7225580712159475,0.704844057559967,0.7103460828463236,0.7189987599849701,0.7364625136057535
6,0.7184971372286478,0.7054585019747416,0.7154781619707743,0.7191445032755533,0.7173009713490804,0.7243751088778178
7,0.7108619809150696,0.7135236660639445,0.7144813438256582,0.7144871155420939,0.7014426986376444,0.6970763007799784
8,0.7362175782521566,0.7182855705420176,0.7103338738282522,0.7193682789802551,0.698873778184255,0.7086360851923624
9,0.7083052694797516,0.7039070924123129,0.7179096341133118,0.7092300256093343,0.7169250249862671,0.7340245942274729
